nama,fakultas,nilai_mat,nilai_kim,nilai_fis
Teresa Haynes,FTI,88.96,27.68,35.91
Alma Hicks,FTTM,82.88,29.39,31.64
Richard Harmon,STEI,74.12,53.93,58.06
Lisa Rhea,FMIPA,94.83,51.42,53.85
Barbara Delapaz,FTTM,86.41,58.8,64.04
Curtis Moore,FITB,85.75,32.52,35.95
Kathy Miller,STEI,91.21,41.9,49.34
Micheal Faria,FMIPA,81.81,50.18,47.35
Cathy Fisk,SAPPK,87.29,36.84,37.14
Jesus Skolnick,STEI,85.35,53.96,62.64
Alfreda Kirk,FMIPA,72.4,46.99,58.84
Donald William,STEI,80.01,34.32,42.89
Kenneth Cruz,STEI,49.34,44.26,56.02
Yvonne Rabil,FTMD,70.5,45.95,48.52
Robert Schultz,FTSL,59.28,34.04,26.49
Garth Brookhart,FTI,59.44,45.47,43.86
Deanna Edwards,FMIPA,63.51,49.21,55.33
Sandra Townsend,FTTM,66.01,26.55,38.73
Brian Rech,FTTM,72.86,39.77,45.49
Carlos Montoya,FTMD,73.08,43.39,32.29
Germaine Blackburn,FTTM,43.76,49.72,63.13
Charles Sears,FTI,57.18,29.28,29.37
Marion Honaker,FTMD,82.4,42.05,56.4
Donald Bekins,FTTM,66.06,36.0,46.09
Irma Smith,FMIPA,74.86,34.45,41.2
John Baker,FITB,59.0,65.26,59.85
Mary Fischer,FTI,77.8,44.4,59.47
Cassandra Schwartzkopf,FTMD,57.26,53.49,67.0
David Smallwood,FTSL,73.76,45.93,51.17
Brett Leblanc,FTTM,66.89,28.58,49.59
David Fann,FITB,73.94,48.71,53.88
Jane Roylance,SAPPK,51.57,28.41,38.13
Kelly Johnson,FTI,78.64,41.26,59.49
Scott Kam,SAPPK,62.83,40.24,54.08
Raquel Varner,SITHR,72.48,47.58,56.36
Deborah Matthey,FTMD,68.58,43.76,58.17
Richard Tsosie,FTSL,100.0,53.29,60.15
Stephen Fitzgerald,FITB,61.89,31.35,52.6
Patricia Bryan,FTSL,55.92,39.79,57.84
Ryan Munez,FITB,70.89,48.09,57.97
Susan Whited,FITB,63.89,42.49,51.07
Kathy Hurd,FTMD,71.1,27.41,34.44
Daniel Wilson,FMIPA,51.26,23.04,45.1
Ricardo Archer,SAPPK,61.97,49.13,60.71
Brenda Leone,SITHS,78.95,33.89,41.05
Raymond Pollack,FMIPA,70.58,37.64,43.95
Patricia Freeman,FTSL,73.04,30.8,38.52
Peter Santiago,FTSL,88.18,36.87,51.79
Bonnie Reynolds,FMIPA,63.69,47.14,46.97
Mabel Lee,FMIPA,63.25,45.6,62.61
John Rhodes,FMIPA,49.81,65.6,69.27
Kent Haney,STEI,87.17,31.96,32.53
David Fellman,SAPPK,75.0,51.77,42.08
Marvin Lawson,FTI,74.03,28.51,57.03
Jason Chavez,STEI,45.15,59.24,64.71
Francis Smith,SAPPK,77.05,44.35,49.64
Louise Ballard,STEI,88.31,19.02,38.29
Anna Torros,FTI,93.3,53.1,59.07
Vernon Gonzalez,FTMD,55.01,40.81,50.03
Robert Cullens,FTMD,83.43,17.09,20.39
Chad Cunningham,FTI,92.99,40.44,35.37
Jessie Mency,FTI,69.28,37.53,46.74
Mike Cheng,FTMD,38.94,64.23,64.06
Leon Small,FTSL,68.83,44.93,41.44
Curtis Zack,FTSL,79.92,47.32,61.52
Viola Kersey,FTI,61.15,45.35,44.05
David Scarlett,FITB,69.35,54.91,55.96
Russell Weber,FTSL,71.24,46.23,59.88
Roberta Green,STEI,65.4,52.88,45.33
Maurine Shane,FMIPA,74.2,37.0,54.1
James Lawson,SITHR,63.52,43.12,62.64
Harry Daniels,STEI,76.18,64.95,69.77
Michael Cook,FMIPA,61.05,50.24,55.63
Thomas Franklin,FTTM,61.79,30.39,44.56
Will Willard,STEI,46.87,41.08,49.05
Anna Reinhart,STEI,60.15,35.94,41.69
John Hooper,FITB,77.72,40.52,57.66
Muriel Nelson,FTSL,74.46,28.73,42.6
Jerry Tarantino,FITB,52.97,59.18,60.97
Wendi Stello,FTI,54.3,56.2,69.91
Patricia Romero,FTMD,59.56,38.58,42.12
Jose Mullet,FMIPA,91.1,39.53,44.28
Mable Young,FITB,47.97,47.47,61.0
Edna Derentis,FTI,83.41,44.07,63.18
Sandra Duty,STEI,81.92,43.06,49.49
Thomas Mitchell,FMIPA,84.76,52.61,57.49
Anna Reed,STEI,70.17,39.35,40.39
Jason Orozco,SITHR,63.14,43.49,51.33
Bill Medina,FITB,92.34,41.19,38.58
Joseph Harrison,FTMD,72.73,55.7,63.64
Andrew Hawkins,FTMD,77.68,41.02,61.04
Allen Busse,FTI,74.97,48.79,54.37
Mark Sharma,FTMD,73.58,40.74,44.8
Maynard Morrison,FTTM,68.52,35.36,42.96
Vonda Gibbs,FTSL,77.95,42.11,52.07
Michelle Stamper,STEI,60.45,19.37,33.38
Carolyn Hiltz,FTTM,66.86,46.93,43.66
Thomas Quarry,STEI,76.55,32.19,44.19
Shelia Malinoski,FTI,62.24,38.14,37.24
Lucy Robertson,FTMD,87.73,38.59,42.97
Ismael Bowers,FTI,62.66,51.48,48.62
Heather Meade,STEI,97.25,24.16,33.2
Danny Watkins,FTI,83.37,44.96,50.47
Hannah Rowland,FITB,69.18,53.31,65.02
Mary Reid,FTTM,52.83,44.0,41.38
Robert Escudero,STEI,78.4,43.27,65.18
Julia Meek,SITHS,58.12,27.96,20.38
Carol Myers,FTTM,72.06,26.43,35.23
Frank Shaw,FTI,79.76,60.42,70.06
Frank Pedroza,FTI,60.26,31.33,27.92
John Sealock,STEI,75.16,39.84,57.67
Mildred Wainer,SITHR,50.8,39.47,39.61
Regina Bryant,FTSL,95.85,31.7,33.51
John Miller,STEI,89.42,46.06,60.84
Scott Featherston,FITB,92.15,42.67,50.48
Paul Guajardo,FTSL,55.11,41.76,56.17
Nona Eden,FTTM,68.76,44.85,47.55
Benjamin Maldomado,FTTM,48.2,49.86,57.77
Justin Manley,STEI,76.84,57.74,59.1
Lance Houle,SAPPK,69.7,50.56,51.28
Catherine Wright,FTI,62.03,23.76,38.66
Janet Paquette,STEI,61.91,44.62,45.74
David Perine,FTI,87.0,47.17,49.84
Mary Wright,FTTM,93.98,32.8,36.05
Cheryl Bulfer,FTI,94.49,44.28,55.38
Randolph Griglen,SAPPK,60.54,40.9,35.42
Sarah Gasca,FTI,65.95,41.26,49.72
Kizzy Ratliff,FITB,62.31,39.57,49.67
Dale Maciasz,FTI,83.79,39.43,40.3
Kelly Torry,FTI,93.7,59.38,55.68
Dorothy Oliver,FTSL,70.47,58.26,66.44
Pearl Simpson,FTMD,71.52,52.79,55.34
Tracy Jones,FTI,73.33,47.84,68.24
Fannie Brown,FMIPA,55.82,43.65,44.83
James Bigelow,FTI,61.42,47.48,53.51
Carrie Dey,FTSL,72.52,45.6,49.5
Jose Chism,SAPPK,71.81,58.16,56.96
Georgia Hollander,FTI,71.1,35.19,46.45
Sarah Mercado,FMIPA,56.05,37.0,48.45
Kathleen Solis,FTSL,66.35,16.6,20.19
Myrtle Mccullough,SAPPK,86.6,46.51,56.91
Reuben Laurent,FTTM,89.0,41.37,42.64
Rodney Wade,FMIPA,81.04,46.65,48.61
Ronald Saucier,FTSL,81.69,54.04,56.22
Yolanda Wilson,STEI,48.67,51.45,50.49
Lillian Dye,FTTM,71.15,62.88,60.71
Guadalupe Kane,FMIPA,70.94,21.42,27.4
Anibal Stewart,FITB,58.52,57.64,50.66
Glenda Talerico,FTMD,63.05,48.07,64.46
James Hogan,FITB,77.2,54.82,66.67
Karen Lowry,FTI,69.0,49.79,56.17
David Santos,FMIPA,62.35,29.03,45.2
Cameron Breisch,FTMD,69.71,38.15,48.49
Tammy Mccombs,STEI,49.81,24.07,39.52
Jacqueline Foley,FTI,79.08,41.88,60.17
Michael Yoxall,FTI,73.52,44.87,61.88
Edward Riendeau,FTI,82.94,52.09,70.15
Frank Sinotte,SAPPK,82.71,53.7,60.8
Doreen Herring,FTMD,72.05,47.16,55.79
Lisa Matlock,FTTM,70.52,38.95,59.9
Donald Ford,FTMD,60.44,36.0,51.83
Irvin Worthington,FTSL,80.24,49.67,67.69
Nancy Stewart,FMIPA,76.33,15.48,26.99
Rosalba Jackson,FMIPA,74.31,44.21,50.6
Amy Blatz,FITB,71.8,39.91,44.87
Patricia Rutherford,FMIPA,66.91,38.84,47.21
Janet Manera,STEI,80.49,9.59,22.34
Amanda Baker,STEI,50.12,42.4,53.76
Lisa Robinson,FTI,47.98,56.82,58.93
Elaine Curlee,FTMD,53.93,68.87,72.3
Fred Michaud,FTI,68.03,64.87,70.07
Joseph Hochstatter,FTI,63.12,59.9,67.85
Scott Szewczyk,FTI,54.29,33.15,38.61
Helen Arends,FTMD,81.31,53.37,56.84
Joe Green,FMIPA,60.04,40.05,53.0
Steven Foss,FTI,56.8,38.31,35.23
Kathryn Taylor,FTTM,83.49,30.23,39.38
Tressa Griffin,SITHR,62.44,38.63,53.77
William Kellum,STEI,78.06,68.13,71.74
Salley Martinez,SAPPK,66.71,39.86,43.26
Ann Gamble,FMIPA,51.21,24.18,31.57
Francis Saunders,FTTM,63.33,47.37,55.37
Florence Dozier,STEI,82.82,53.28,54.72
Stephen Lahman,SAPPK,75.58,39.72,45.63
Nicholas Noyer,FTTM,77.32,39.74,44.23
Cruz Chavez,FTMD,89.6,45.31,46.2
Karen Stoner,FTTM,88.73,31.14,32.77
Glenda Barnes,FMIPA,79.37,31.49,48.48
Betty Barnes,FTSL,68.59,25.97,40.33
Kevin Glantz,STEI,65.77,51.49,61.69
Benjamin Etheridge,FTTM,86.46,57.94,57.98
Burton Horne,STEI,42.95,32.06,55.56
Pasquale Jackson,FMIPA,79.54,48.97,52.91
Linda Levi,FTSL,74.22,43.81,46.27
Thomas Torres,FTMD,80.67,35.29,48.36
Jeffrey Rombough,FTI,75.86,68.07,69.35
Racquel Dukes,FTI,68.89,36.93,48.38
Julius Anderson,FMIPA,51.89,27.51,35.26
Elizabeth Patterson,FITB,79.5,37.91,40.78
Margo Walker,STEI,76.2,37.36,44.55
Harold Jandreau,FTI,61.88,37.84,35.19
Michelle Suber,SAPPK,60.68,37.37,46.03
Janice Moffett,FTMD,83.66,45.44,55.74
James Peiper,FTMD,87.16,55.42,58.03
Justin Brown,FITB,60.85,41.67,43.41
Judith Greenwood,FTI,72.09,45.22,59.27
Lucille Mcbride,STEI,89.91,52.02,46.06
Barbara Beasley,SITHS,58.01,46.57,56.52
Judy Totman,FTI,62.07,42.36,50.29
John Hymes,FTTM,61.74,62.58,68.73
Gregory Willey,FTMD,66.24,43.8,54.8
Enid Pederson,STEI,49.1,70.79,70.43
Harriet Bearden,FTI,85.16,56.08,58.68
Frederick Parker,FTTM,70.82,42.6,52.66
James Pratt,SITHS,62.22,59.96,65.74
Howard Ling,FTTM,55.62,52.82,58.42
Alison Cushman,SITHS,76.62,49.9,64.45
Lee Billups,STEI,63.9,54.67,60.19
Michael Hartsfield,FTTM,85.7,43.75,47.31
Mari Cleary,FTMD,93.83,41.93,42.67
Vivian Tyndall,FTTM,78.44,38.83,42.51
Stephen Purcell,SAPPK,78.47,44.06,50.21
Ramon Sanders,STEI,71.32,40.32,44.32
Michelle Carlson,FTMD,51.03,52.6,75.3
Nathan Griffin,STEI,66.43,40.1,33.38
Jeff Birch,FTMD,74.86,57.72,64.04
Katherine Shepard,FMIPA,81.06,56.19,66.38
Cortez Bacote,SAPPK,100.0,31.61,50.83
Natasha Cupples,FTMD,76.3,25.89,29.27
Tammy Gaskins,STEI,72.81,45.26,51.44
Marjorie Walker,FTI,65.63,72.74,73.91
Jada Lassiter,FTSL,69.43,59.32,58.01
Juan Owens,SITHR,53.4,28.73,40.24
Christine Michelsen,FTSL,77.22,38.81,53.74
Caroline Roberts,FTI,60.46,33.32,48.73
Alan Mckillip,FTI,60.85,52.59,46.77
Ivan Johnson,SITHS,58.72,46.66,55.12
Kevin Duet,FTTM,64.7,50.52,51.77
Jeffery Kreiter,FMIPA,47.88,59.06,57.08
Tiffany Hardman,FTTM,62.99,49.38,53.18
Frances Ruiz,FITB,41.31,40.57,56.94
Joyce Hendrickson,SAPPK,64.23,38.7,48.07
Alberta Smith,FMIPA,65.06,52.76,48.99
Shawn Busher,FTI,75.01,46.87,57.91
James Armstong,SAPPK,63.64,39.66,55.1
Callie Black,FTSL,67.07,40.85,39.22
Luke Decker,FMIPA,65.76,45.05,52.89
Lora Haughney,FTMD,77.3,47.18,54.89
Mac Padgett,FMIPA,77.81,43.42,53.83
Mary Levy,FMIPA,73.19,29.43,37.25
David Gorman,FTSL,88.43,45.65,47.25
Betty Overton,SAPPK,92.33,33.22,32.68
Jennifer Brasher,STEI,72.1,41.87,49.69
Donna Bedell,FTMD,79.91,53.4,64.45
Gregory Roberts,SITHS,58.77,52.27,64.11
Kimberly Quinones,FTTM,93.35,36.84,48.78
Richard Cook,STEI,81.66,41.66,59.7
Douglas Mcmanus,FTI,78.46,58.15,52.76
Betty Lance,FMIPA,88.75,47.17,53.01
Freddie Dudley,SITHR,84.04,59.01,63.22
Sherman Wilson,FTTM,73.45,32.75,34.32
Brittany Hughes,FTMD,63.12,37.88,38.68
Nellie Buchholz,FITB,54.64,36.3,46.59
June Tucker,FMIPA,66.55,53.13,66.97
Bertha Washington,SITHR,72.92,40.85,44.27
Robert Harre,STEI,71.49,34.96,40.16
Derek Baker,FTSL,80.76,42.12,62.9
Brenda Frost,STEI,70.53,64.71,64.05
Gordon Ray,FMIPA,61.58,43.28,46.72
Ann Remmick,FTSL,69.68,59.13,63.22
Lisa Fegueroa,FTSL,83.04,46.07,50.88
Tony Barker,FTSL,78.05,47.1,60.31
Betty Stephenson,FMIPA,64.97,55.55,71.76
Joe Davis,FTSL,76.41,57.45,82.3
Robert Hoffman,FMIPA,53.23,23.67,31.74
Heather Maldonado,FTSL,73.27,51.01,59.87
Gene Calles,STEI,83.06,53.17,66.04
Sheryl Hill,FTI,66.24,53.24,49.58
Julie Bickerstaff,SAPPK,66.55,61.25,53.9
Rita Lettinga,FMIPA,60.76,48.21,58.1
Dolores Costello,STEI,73.9,50.7,45.98
Maryjane Salaam,FTI,72.09,52.31,62.97
Adelaida Dorsey,FTI,79.38,48.47,72.42
Virgil Gunn,SAPPK,70.2,26.33,27.23
Frances Pough,FMIPA,73.5,46.93,59.38
James Lamar,FTI,60.76,43.92,50.05
Delores Lambert,FTSL,78.11,42.41,53.37
Richard Robinson,FMIPA,69.26,52.12,57.49
Joseph Dean,FTMD,85.88,45.2,59.38
David Nichols,FTSL,89.5,72.81,56.44
Joseph Reaves,STEI,59.97,32.68,35.83
Elsa Romero,SITHR,100.0,39.26,48.58
Alexander Campbell,FTTM,83.07,36.71,47.26
Nicole Vaneck,SAPPK,56.85,50.73,52.88
Linda Domingue,FMIPA,83.63,54.31,61.62
Jennifer Bates,FTSL,84.02,34.8,54.08
Yvonne Edwards,STEI,86.34,50.86,56.05
Katherine Lombardo,FMIPA,100.0,52.93,69.79
Charissa Jones,FTSL,67.89,48.89,52.82
Eric Ryals,SITHR,71.15,24.47,39.58
Tony Grabe,FITB,68.06,37.27,37.34
Lois Johnson,SITHR,57.24,66.14,73.11
Brian Prach,SITHR,80.5,52.38,56.41
Isabel Grace,FTI,68.78,38.01,31.45
Kimberly Flores,FTI,75.51,56.22,73.34
Luann Fisher,FTI,64.1,58.94,47.37
Angela Davis,FTTM,63.7,46.03,57.99
Susan Mcatee,FTMD,75.42,49.9,58.52
Nathan Mendoza,FTI,76.28,56.54,56.8
William Johnson,SITHS,73.66,48.64,64.06
Christopher Garrett,FTI,60.19,35.93,48.34
Bradford Carroll,SITHR,55.31,23.52,29.59
Dusty Crook,FITB,50.45,52.02,64.73
Louise Overton,FTI,53.5,32.86,33.82
Cheryl Davis,FTI,91.87,57.61,66.07
Candace Shaffer,FTI,64.73,27.18,27.44
Pauline Hardy,FTTM,78.31,68.02,55.22
Clarence Hood,FITB,79.92,36.53,35.57
Winnie Conner,FITB,68.8,42.99,61.94
Charles Fore,FTI,80.93,50.86,55.81
Sammie Starkey,FTSL,55.43,51.84,60.58
Sean Driscoll,STEI,72.08,50.71,49.4
Kenneth Williams,SAPPK,100.0,53.47,67.08
Vena Riebel,FTMD,80.82,56.28,64.51
Sarah Lederman,FTTM,91.27,46.97,46.8
Teresa Riley,FMIPA,44.9,37.19,41.02
Timothy Mitchell,FTSL,83.69,40.76,36.01
Robert Harmon,FTSL,68.72,52.95,67.93
Michael Paz,FITB,61.74,23.04,41.2
Mary Painter,FTMD,44.5,45.1,52.91
Louis Borland,FMIPA,88.82,43.35,66.81
Amy Smith,FTTM,71.92,55.59,65.83
Elizabeth Donohue,STEI,98.12,59.87,62.6
Donald Marcial,STEI,66.51,22.94,41.93
Frances Schein,FITB,75.77,45.61,51.68
Mitch Obrien,FITB,61.74,65.81,68.66
Eric Studdard,STEI,88.18,47.22,77.04
Donald Hernandez,FITB,82.79,28.33,33.47
Annie Rogers,FMIPA,82.4,50.08,45.38
Kristi Johnson,FTI,87.76,42.67,55.33
Garry Henry,FITB,100.0,31.56,28.88
Neil Jarvis,FITB,85.89,49.77,55.05
Claude Mchugh,SITHR,40.86,46.64,57.04
Audrey Lyles,FTSL,63.53,19.67,26.15
Matilda Cobb,FTSL,91.69,52.6,61.75
Aaron Nelson,FTSL,67.98,41.13,39.31
Thomas Polk,FTI,69.61,41.54,52.28
Andrew Dale,FTMD,59.16,40.48,59.15
Patricia Purcell,FMIPA,53.96,52.11,58.4
Edwin Robinson,STEI,65.14,50.78,57.02
Jimmie Weaver,FTTM,50.68,45.0,41.39
Eddie Fairchild,FTTM,76.01,54.54,61.65
Valerie Wright,FTMD,54.42,43.41,44.42
Dean Fahy,FTMD,82.72,49.25,63.08
Carmen Liles,FTMD,60.21,44.51,52.06
Benjamin Brossard,FTTM,73.98,41.9,43.49
Phillip King,SITHR,41.32,46.4,42.48
Sherry Grant,FMIPA,62.82,36.47,46.27
Erik Gusman,FTMD,83.97,27.2,31.3
Rafael Beaudoin,FTTM,72.49,28.19,34.47
Larry Rodriguez,FITB,74.18,49.23,58.07
Florence Clarkson,SAPPK,72.89,57.32,55.04
Roger Lybrand,FMIPA,75.1,57.05,67.42
Jeffery Willard,FTTM,65.45,43.57,50.31
Charlene Dewick,SITHS,67.08,36.5,42.0
Nancy Streett,STEI,60.26,41.64,66.89
Robert Garcia,STEI,62.22,73.93,90.13
Gerald Scott,SITHR,51.11,39.94,59.82
James Hosley,FMIPA,73.69,38.71,40.62
Michael Jones,FITB,78.66,46.69,45.95
Charles Mcphee,FITB,32.6,30.92,46.97
John Moskovitz,FTMD,89.19,30.15,34.74
Stephen Bowman,FTMD,58.35,54.03,61.92
Steven Orielly,FMIPA,71.27,39.24,42.05
Susan Barger,SITHR,41.69,40.35,58.54
Mary Mclain,STEI,50.25,46.64,44.66
Eileen Conatser,FTSL,77.48,66.52,79.38
Leonard Isley,FMIPA,54.94,44.56,48.01
Edna Whitaker,FTTM,70.2,40.96,35.45
Robert Arnold,STEI,82.02,25.91,35.21
Margart Rice,FTI,55.43,28.82,33.5
Mary Colbert,STEI,100.0,39.18,43.74
Patricia Francis,FMIPA,67.54,43.85,48.02
Jessica Quinones,STEI,78.36,47.45,48.73
Mitzi Lee,FTI,64.73,51.0,57.08
Norman Armstrong,FTSL,84.15,30.3,27.35
Pearl Reyes,FTTM,81.44,44.05,57.57
James Wolf,FITB,75.12,36.51,42.09
Jean Kerfoot,STEI,64.85,43.44,53.16
Michael Lopez,FMIPA,79.86,21.5,33.37
Joseph Wonders,FTTM,91.79,51.01,55.59
Alice Monroe,SAPPK,69.42,51.58,51.12
Tim Earley,STEI,55.56,42.38,49.28
Susan Jenkins,FTTM,67.44,36.97,42.39
Blanche Hundley,FTSL,70.28,53.8,44.75
Jessica Harris,FTSL,57.26,51.33,58.7
Aaron Silva,FMIPA,72.92,48.08,63.62
Justin Dunn,FTMD,79.78,66.78,74.54
Carl Dematteo,FTSL,71.42,37.84,61.21
Sherry Maddox,STEI,46.32,48.74,53.58
Kevin Sanford,FTMD,60.09,35.64,44.0
Jeffrey Schmidt,FTI,75.08,70.72,78.3
Beatrice Hafner,FTSL,62.65,40.76,48.65
Stephanie Moldrem,FTSL,80.41,56.22,61.26
Casey Lopez,FTI,78.37,37.21,56.21
Larry Carson,FTI,76.12,43.16,40.1
Delbert Lawson,SITHS,59.49,49.45,51.44
Jenine Raxter,SITHR,70.22,44.32,49.86
Melanie Kosiorek,FITB,52.74,44.14,49.09
Johnnie Murch,FITB,74.56,60.25,65.39
Jay Corbin,FMIPA,46.91,44.52,58.09
Ella Lowe,FTSL,72.48,38.34,31.2
Dalton Siefkes,FTI,100.0,26.91,47.53
James Campbell,FTI,72.59,43.8,41.71
Caroline Denson,FTI,55.63,55.98,57.49
Myron Miller,SAPPK,44.64,48.56,60.38
Patricia Otoole,FTI,82.82,29.73,37.28
Albert Tharp,FTI,84.72,30.63,54.92
Danny Haycook,STEI,85.81,32.85,45.45
Anthony Rocha,FTI,64.11,45.3,59.47
Martin Jackson,FMIPA,68.02,50.24,59.72
Maria Samuels,FMIPA,69.4,30.95,33.31
Phuong Wright,FTI,63.76,46.16,50.14
Samuel Mason,FTSL,68.62,59.02,62.34
Lauren Otte,STEI,62.19,36.18,32.62
Ann Kightlinger,FMIPA,60.85,66.57,71.91
Deborah Causey,FTI,72.81,25.01,36.24
Hector Metts,FTI,95.5,47.76,55.04
Wallace Mowrey,FITB,66.28,51.35,53.13
Lasandra Brown,SITHS,100.0,47.59,61.15
Steven Read,FTSL,75.38,32.55,38.76
Sylvia Kays,STEI,68.66,45.51,48.32
Gregory Martin,FTTM,89.9,48.96,45.87
Robert Ransom,STEI,66.85,38.47,48.79
Alan Tressler,FTI,91.65,50.22,60.79
Susan Eliason,FITB,63.94,72.98,77.38
James Martin,SITHS,72.36,45.1,47.82
Zachary Campbell,FTMD,70.7,56.91,51.32
Adrian Dejesus,FTSL,39.12,41.0,50.48
Martin Carskadon,FTSL,63.86,59.62,72.55
Margaret Luther,SITHR,55.7,33.61,46.14
Catherine Gove,FMIPA,77.77,55.75,58.98
Gary Patrick,FITB,68.38,38.93,47.84
Domingo Coleman,STEI,72.33,38.56,52.19
Andrea Ritter,STEI,78.48,35.27,48.63
Tyrone Jennings,FTSL,39.7,41.2,52.55
Olivia Hester,FTI,89.55,44.52,32.54
Kevin Miller,STEI,70.92,66.99,74.73
Frank Nguyen,SITHR,47.16,46.06,52.54
Michael Melton,FTSL,62.23,46.17,49.59
Lisa Rives,STEI,47.34,60.12,64.56
Todd Gibson,FTMD,100.0,48.44,67.71
Josephine Webb,FTTM,77.67,68.48,71.21
Justin Campbell,FTTM,60.43,33.29,41.1
Lydia Walters,FTSL,90.68,49.97,56.9
Frances Hernandez,FTTM,78.8,65.42,72.74
Maritza Sylvester,FTTM,63.42,44.11,48.05
Celina Williams,FTMD,79.77,42.88,55.51
Harry Harris,SAPPK,54.85,50.72,60.68
Donald Daniels,SAPPK,65.58,61.82,59.14
Alma Leclaire,FTMD,75.14,36.64,49.33
Karla Vance,STEI,80.2,51.96,56.58
Ruth Truong,STEI,60.09,55.81,66.39
Mildred Chambers,SAPPK,63.02,35.54,52.82
Robert Braden,SAPPK,80.28,32.15,32.4
Clinton Santana,FMIPA,62.14,48.91,61.18
Constance Sanchez,FTMD,62.38,48.46,47.68
Violet Williams,STEI,69.48,15.58,20.99
Lora Sukhu,FTSL,64.81,27.71,29.9
Larry Smith,FTI,63.12,36.95,49.76
Zachary Rosales,FTSL,85.19,42.68,47.58
Ralph Mcnorton,SITHR,67.33,39.46,42.75
Mark Nash,FMIPA,74.85,34.47,38.02
Mary Willis,FITB,81.17,40.97,51.62
Dana Natalie,FTTM,83.03,18.23,39.29
Erma Smith,FTI,54.39,64.13,66.35
Richard Barron,FTI,70.51,45.92,62.74
Emily Smith,FTSL,53.84,45.86,51.45
Doris Preston,FTSL,55.34,52.98,66.47
Jimmie Gonzales,FMIPA,60.75,26.15,36.6
Edward Park,SAPPK,49.86,57.04,58.46
Michael Edwards,FTTM,74.37,65.9,77.42
Natalie Brown,SAPPK,73.72,42.55,42.28
John James,SAPPK,85.87,30.58,43.44
Christopher Pinckney,FTI,71.99,45.73,43.67
Alexander Vincent,FTI,81.25,32.55,35.44
Walter Mcdonald,FTTM,63.02,51.38,56.54
Anna Richard,FITB,85.08,51.41,55.79
Lorie Rivers,FTTM,56.78,44.23,66.49
Keith Lee,FTTM,71.49,62.36,76.58
Christian Elrod,FMIPA,43.83,19.72,31.1
James Kulp,FMIPA,75.48,43.73,50.56
Carolyn Williams,FTMD,87.6,56.81,64.27
Eda Emery,FTSL,71.29,47.13,52.23
William Dowell,FTSL,79.99,33.7,48.93
David Woodbury,FITB,62.01,49.16,47.09
Richard Burns,FTTM,77.64,43.31,67.06
Edna Zaragoza,FMIPA,83.05,20.42,28.26
Christine Obanion,SITHS,49.78,60.42,71.36
Karla Sebastian,SITHR,59.86,23.46,35.78
Bryan Hart,FTTM,61.65,41.94,63.52
Leonard Fox,FTI,67.26,54.2,56.56
Aida Sheppard,SAPPK,84.64,28.52,40.45
Steve Lane,FTSL,72.59,31.04,30.19
Judi Goins,SITHR,94.07,65.09,81.94
Cheryl Walch,FTI,55.73,45.02,43.5
Sarah Brooks,FTSL,89.31,41.74,40.38
Barbara Giddens,FTSL,100.0,51.39,48.48
Jeanette Stephens,FTTM,52.91,26.37,20.42
Danielle Bail,SAPPK,53.45,50.76,46.8
Carolyn Carmon,FTSL,50.12,55.05,73.59
Justin May,FTTM,74.65,45.13,53.48
Paul Sullivan,FTTM,94.43,33.64,50.42
Stacy Jackson,FTI,83.05,60.41,53.64
Karla Varner,STEI,92.01,29.96,33.78
Tina Webb,STEI,79.76,40.99,35.9
Patrick Mahaney,FTMD,61.03,42.37,44.67
Lorraine Minier,FMIPA,50.96,54.29,57.82
Ann Strait,STEI,59.1,57.9,74.78
Hazel Hillis,FTSL,61.15,37.45,35.03
Crystal Crump,STEI,43.43,30.24,27.43
Arcelia Fitzpatrick,FITB,55.76,43.57,56.47
Tameka Dominguez,FTI,67.55,42.29,46.79
John Mcintyre,STEI,73.55,32.23,42.15
Beatrice Olson,FTI,83.19,55.0,49.64
Charles Mcnurlen,FMIPA,74.54,43.87,60.31
Nellie Broadnax,FTI,69.55,32.83,45.94
Carla Coggins,STEI,86.03,38.23,32.12
Jonathan Washington,FMIPA,87.98,44.32,52.42
Patricia Unch,FTI,55.68,42.59,53.13
Christopher Daughters,SAPPK,70.26,44.21,52.29
Mary Moreira,STEI,45.92,42.75,53.0
Valarie Scantling,FMIPA,83.56,30.92,39.42
Laura Pinson,SITHR,58.94,63.52,67.63
Gerald Parks,STEI,73.32,48.01,63.51
Edward Calvillo,SITHR,71.03,46.71,62.63
Jonelle Douglas,FTI,84.65,42.17,46.28
Emma Gauldin,FTI,65.49,45.06,61.55
Angela Frierson,STEI,69.26,39.9,44.3
Alex Urban,SAPPK,74.41,37.03,45.96
Lynn White,SITHR,62.94,42.0,58.07
Joan Pederson,FTTM,67.78,50.13,58.34
Dana Carter,STEI,79.49,49.92,48.36
Debra Matthews,STEI,100.0,33.2,45.1
Andrew Grear,FITB,62.73,45.16,47.42
Susan Jones,FTSL,76.88,43.72,53.02
Nathan Stumpff,FTI,55.59,48.78,66.1
Ernest Moisan,FTTM,69.41,15.62,21.75
Beryl Funderburk,FTMD,58.56,32.45,35.98
Daniel Higgins,FTTM,87.61,55.41,55.88
Joe Mailman,FTTM,87.77,35.05,40.51
Michael Richardson,FTTM,71.42,33.02,44.1
Cedrick Hudson,FMIPA,83.73,42.09,43.19
Fannie Trudeau,FITB,58.15,28.76,29.21
Phil Enriquez,FTSL,85.21,42.84,44.16
